txn_id,customer_id,txn_date,amount,status,source_file
TXN000419,CUST0023,2026-06-22,596.7,FAILED,feed_A
TXN000420,CUST0066,2026-06-22,463.29,PENDING,feed_A
TXN000421,CUST0029,2026-06-21,739.43,PAID,feed_A
TXN000422,CUST0025,2026-06-23,537.32,PENDING,feed_A
TXN000423,CUST0007,2026-06-22,829.31,REFUNDED,feed_A
TXN000424,CUST0017,2026-06-21,451.42,REFUNDED,feed_A
TXN000425,CUST0074,2026-06-20,536.95,FAILED,feed_A
TXN000426,CUST0037,2026-06-23,586.36,PENDING,feed_A
TXN000427,CUST0013,2026-06-22,867.31,FAILED,feed_A
TXN000428,CUST0014,2026-06-23,776.52,PENDING,feed_A
TXN000429,CUST0061,2026-06-23,616.55,PENDING,feed_A
TXN000430,CUST0034,2026-06-20,116.88,PENDING,feed_A
TXN000431,CUST0060,2026-06-23,345.93,FAILED,feed_A
TXN000432,CUST0079,2026-06-23,141.6,FAILED,feed_A
TXN000433,CUST0036,2026-06-20,513.04,FAILED,feed_A
TXN000434,CUST0050,2026-06-22,375.09,FAILED,feed_A
TXN000435,CUST0026,2026-06-22,222.13,REFUNDED,feed_A
TXN000436,CUST0008,2026-06-21,523.66,FAILED,feed_A
TXN000437,CUST0019,2026-06-22,566.87,PENDING,feed_A
TXN000438,CUST0056,2026-06-21,244.26,REFUNDED,feed_A
TXN000439,CUST0017,2026-06-23,159.23,PAID,feed_A
TXN000440,CUST0028,2026-06-21,492.28,PAID,feed_A
TXN000441,CUST0023,2026-06-20,876.74,PAID,feed_A
TXN000442,CUST0075,2026-06-22,196.78,REFUNDED,feed_A
TXN000443,CUST0031,2026-06-23,407.58,FAILED,feed_A
TXN000444,CUST0007,2026-06-23,421.24,FAILED,feed_A
TXN000445,CUST0006,2026-06-23,130.9,FAILED,feed_A
TXN000446,CUST0005,2026-06-21,124.93,REFUNDED,feed_A
TXN000447,CUST0049,2026-06-21,401.11,REFUNDED,feed_A
TXN000448,CUST0041,2026-06-20,758.31,REFUNDED,feed_A
TXN000449,CUST0035,2026-06-22,293.17,REFUNDED,feed_A
TXN000450,CUST0026,2026-06-22,674.44,REFUNDED,feed_A
TXN000451,CUST0046,2026-06-21,637.03,PENDING,feed_A
TXN000452,CUST0007,2026-06-21,411.25,PAID,feed_A
TXN000453,CUST0037,2026-06-22,532.55,PAID,feed_A
TXN000454,CUST0059,2026-06-23,239.86,PAID,feed_A
TXN000455,CUST0041,2026-06-20,714.69,PAID,feed_A
TXN000456,CUST0045,2026-06-22,388.49,FAILED,feed_A
TXN000457,CUST0004,2026-06-20,238.36,FAILED,feed_A
TXN000458,CUST0051,2026-06-20,52.82,REFUNDED,feed_A
TXN000459,CUST0037,2026-06-23,385.48,PENDING,feed_A
TXN000460,CUST0030,2026-06-20,526.52,PENDING,feed_A
TXN000461,CUST0040,2026-06-23,899.75,PAID,feed_A
TXN000462,CUST0061,2026-06-21,178.83,REFUNDED,feed_A
TXN000463,CUST0019,2026-06-20,76.43,PENDING,feed_A
TXN000464,CUST0045,2026-06-22,869.25,PENDING,feed_A
TXN000465,CUST0073,2026-06-20,29.1,PENDING,feed_A
TXN000466,CUST0058,2026-06-22,197.86,PENDING,feed_A
TXN000467,CUST0072,2026-06-23,7.7,PENDING,feed_A
TXN000468,CUST0045,2026-06-22,369.77,PENDING,feed_A
TXN000469,CUST0035,2026-06-23,823.17,FAILED,feed_A
TXN000470,CUST0075,2026-06-21,398.75,PENDING,feed_A
TXN000471,CUST0032,2026-06-20,636.91,PAID,feed_A
TXN000472,CUST0064,2026-06-20,503.89,REFUNDED,feed_A
TXN000473,CUST0055,2026-06-20,842.18,PENDING,feed_A
TXN000474,CUST0021,2026-06-20,412.77,REFUNDED,feed_A
TXN000475,CUST0040,2026-06-23,281.36,FAILED,feed_A
TXN000476,CUST0055,2026-06-22,538.51,PENDING,feed_A
TXN000477,CUST0015,2026-06-20,296.08,PENDING,feed_A
TXN000478,CUST0053,2026-06-23,227.71,REFUNDED,feed_A
TXN000479,CUST0044,2026-06-23,155.68,PENDING,feed_A
TXN000480,CUST0069,2026-06-22,728.27,PAID,feed_A
TXN000481,CUST0033,2026-06-23,508.5,PAID,feed_A
TXN000482,CUST0056,2026-06-22,862.17,FAILED,feed_A
TXN000483,CUST0010,2026-06-23,127.24,PENDING,feed_A
TXN000484,CUST0062,2026-06-23,884.15,FAILED,feed_A
TXN000485,CUST0013,2026-06-21,763.34,FAILED,feed_A
TXN000486,CUST0045,2026-06-22,765.0,PENDING,feed_A
TXN000487,CUST0038,2026-06-21,786.08,PAID,feed_A
TXN000488,CUST0062,2026-06-21,126.6,REFUNDED,feed_A
TXN000489,CUST0066,2026-06-21,902.36,REFUNDED,feed_A
TXN000490,CUST0007,2026-06-21,179.4,REFUNDED,feed_A
TXN000491,CUST0057,2026-06-20,115.31,FAILED,feed_A
TXN000492,CUST0058,2026-06-22,174.61,PENDING,feed_A
TXN000493,CUST0007,2026-06-20,579.73,REFUNDED,feed_A
TXN000494,CUST0013,2026-06-23,146.97,REFUNDED,feed_A
TXN000495,CUST0012,2026-06-21,933.26,FAILED,feed_A
TXN000496,CUST0036,2026-06-22,75.85,REFUNDED,feed_A
TXN000497,CUST0079,2026-06-21,514.36,REFUNDED,feed_A
TXN000498,CUST0002,2026-06-21,347.09,PENDING,feed_A
TXN000499,CUST0027,2026-06-23,446.68,FAILED,feed_A
TXN000500,CUST0077,2026-06-22,819.18,PENDING,feed_A
TXN000501,CUST9999,2026-06-22,45.00,PAID,feed_A
TXN000502,CUST0001,bad-date,12.00,PAID,feed_A
TXN000503,CUST0002,2026-06-22,-8.00,PAID,feed_A
TXN000504,CUST0003,2026-06-22,999999,PAID,feed_A
TXN000505,,2026-06-22,30.00,PAID,feed_A
TXN000506,CUST0004,2026-06-22,abc,PAID,feed_A
TXN000507,CUST0005,2026-06-22,18.50,UNKNOWN,feed_A
TXN000010,CUST0006,2026-06-22,18.50,PAID,feed_A
